faction_id|type_id|type_name|subtype_id|subtype_name|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
FY|000000698|Lofnir Drothkeepers|000002368|Battle Traits|3|SKILLED DROTHWRANGLERS|<b>Effect:</b> Pick a friendly Vulkyn Flameseekers unit and/or a friendly <span class="tooltip00432" data-tooltip-content="#tooltip_content00432" data-tooltip-anchor="#tooltip_content00432"><span class="kwb">DROTHKEEPERS</span> <span class="kwb">INFANTRY</span> <span class="kwb">HERO</span></span> that are not in combat and are wholly within 6" of the <span class="tooltip00430" data-tooltip-content="#tooltip_content00430" data-tooltip-anchor="#tooltip_content00430"><span class="kwb">MAGMADROTH</span></span> to be the targets. Units that have <b>hitched a lift</b> this turn (see below) cannot be targets.<br><br>Remove the targets from the battlefield. After the <span class="kwb">MAGMADROTH</span> ends its move, you must set up each target on the battlefield, wholly within 6" of the <span class="kwb">MAGMADROTH</span> and not in combat. The targets have <b>hitched a lift</b>. Units that <b>hitched a lift</b> cannot use <span class="kwb">CHARGE</span> abilities in the same turn.|Only Lofnir Drothkeepers are bold enough to grab a charging Magmadroth’s saddle straps and be carried  into battle.|Movement|true|Reaction: You declared a non-Charge <ky>Move</ky> ability for a friendly <ky>Magmadroth</ky>||Movement Phase|||
FY|000000698|Lofnir Drothkeepers|000002368|Battle Traits|4|FEROCIOUS HEAT|<b>Declare:</b> Pick a friendly <span class="tooltip00433" data-tooltip-content="#tooltip_content00433" data-tooltip-anchor="#tooltip_content00433"><span class="kwb">DROTHKEEPERS</span> <span class="kwb">MONSTER</span></span> that has not used a <span class="kwb">RAMPAGE</span> ability this turn to use this ability, then pick an enemy unit in combat with it to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">ward rolls</a> cannot be made for the target for the rest of the turn.|The hero stirs the rage of their Magmadroth, stoking its smouldering aura to such heights that it burns through arcane wards and enchantments.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
FY|000000698|Lofnir Drothkeepers|000002368|Battle Traits|5|REARING STRIKE|<b>Declare:</b> Pick a friendly <span class="tooltip00433" data-tooltip-content="#tooltip_content00433" data-tooltip-anchor="#tooltip_content00433"><span class="kwb">DROTHKEEPERS</span> <span class="kwb">MONSTER</span></span> that has not used a <span class="kwb">RAMPAGE</span> ability this turn to use this ability, then pick an enemy unit in combat with it to be the target.<br><br><b>Effect:</b> Roll 2 dice. Add 2 to each roll if the target is a Monster. For each 5+, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|The Magmadroth raises itself up and comes crashing down on its prey, itsclaws lacerating flesh and its sheer weight cruising bones and metal.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
FY|000000698|Lofnir Drothkeepers|000002368|Battle Traits|6|SEARING CLAWS|<b>Declare:</b> Pick a friendly <span class="tooltip00433" data-tooltip-content="#tooltip_content00433" data-tooltip-anchor="#tooltip_content00433"><span class="kwb">DROTHKEEPERS</span> <span class="kwb">MONSTER</span></span> that has not used a <span class="kwb">RAMPAGE</span> ability this turn to use this ability, then pick an enemy unit in combat with it to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, for the rest of the turn, add 1 to the Rend characteristic of <a href="">Companion</a> melee weapons used for attacks that target that enemy unit.|A Magmadroth’s claws radiate such intense heat that they can melt steel. Even if an enemy is not slain by a raking blow, their armour will be left pitted and useless.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
FY|000000699|Manifestation Lore|000002360|Magmic Invocations|2|SUMMON RUNIC FYREWALL|<b>Declare:</b> If there is not a friendly <b>Runic Fyrewall</b> on the battlefield, pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Set up a <b>Runic Fyrewall</b> wholly within 12" of the chanter and <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> to them.|At the command of a Zharrgrim priest, a Runic Fyrewall can be raised from the fiery chasms far beneath their sootstained feet. Glinting with runes, this scintillating barrier of gold and flame bars the enemy’s path and protects the flanks of the Fyreslayers’ fyrds as they press ever forward.|Special|false|Your Hero Phase|Summon, Prayer|Hero Phase|Prayer|4|
FY|000000699|Manifestation Lore|000002360|Magmic Invocations|3|SUMMON ZHARRGRON FLAME-SPITTER|<b>Declare:</b> If there is not a friendly <b>Zharrgron Flame-spitter</b> on the battlefield, pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Set up a <b>Zharrgron Flame-spitter</b> wholly within 12" of the chanter and <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> to them.|By concentrating their magmic powers, a Zharrgrim priest can summon forth fiery heat from the bowels of the realm. With a rumble and a crack, an angry geyser opens up in the earth, bombarding the foe with molten death.|Special|false|Your Hero Phase|Prayer, Summon|Hero Phase|Prayer|4|
FY|000000699|Manifestation Lore|000002360|Magmic Invocations|4|SUMMON MOLTEN INFERNOTH|<b>Declare:</b> If there is not a friendly <b>Molten Infernoth</b> on the battlefield, pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Set up a <b>Molten Infernoth</b> wholly within 12" of the chanter, <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> to them and more than 9" from all enemy units.|An elemental manifestation that personifies the blazing wrath of Vulcatrix, a Molten Infernoth can be drawn to battle by a Zharrgrim priest. Bursting out of the realm’s crust, the ferocious entity lumbers across the battlefield, inspiring Fyreslayers while blasting the enemy with raging torrents of lava.|Special|false|Your Hero Phase|Summon, Prayer|Hero Phase|Prayer|6|
FY|000000824|Marks of Vulcatrix|000002706|Marks of Vulcatrix|2|INCANDESCENT BLAZE|<b>Effect:</b> For the rest of the turn:<br><ul><li>Double the Attacks characteristic of this unit’s <b>Roaring Fyrestream</b>.</li><li>This unit’s <b>Roaring Fyrestream</b> has a Damage characteristic of 3.</li></ul>|As the rune branded into the side of this Magmadroth ignites, the beast vomits forth a tide of flames hot enough to melt reinforced steel.|Shooting|false|Once Per Battle, Your Shooting Phase||Shooting Phase|||
FY|000000824|Marks of Vulcatrix|000002706|Marks of Vulcatrix|3|THICKENED SCALES|<b>Effect:</b> Subtract 1 from the Rend characteristic of weapons used for attacks that target this unit.|This beast’s hide is so tough that blades bend upon contact and conventional missiles simply bounce off it.|Defensive|false|Passive||Defensive reaction|||
FY|000000824|Marks of Vulcatrix|000002706|Marks of Vulcatrix|4|PEERLESS LINEAGE|<b>Effect:</b> You can pick another eligible unit to be a second target of that <span class="kwb">RAMPAGE</span> ability. If the ability requires a roll, you must roll for each target.|This beast is of a mighty pedigree, even more regal and powerful than its potent kin.|Special|true|Reaction: You declared a <ky>RAMPAGE</ky> ability for this unit||Start of Turn|||
FY|000000696|Prayer Lore|000002361|Zharrgrim Blessings|2|PRAYER OF ASH|<b>Declare:</b> Pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="kwb">FYRESLAYERS</span> unit wholly within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Subtract 1 from <a href="">wound rolls</a> for attacks that target that friendly unit until the start of your next turn.<br>If the chanting roll was 8+, also subtract 1 from the Rend characteristic of attacks that target that friendly unit until the start of your next turn.|Borne on a gust of hot forge-winds, a circle of ash settles around the priest’s allies, protecting them from harm.|Defensive|false|Your Hero Phase|Prayer, Unlimited|Hero Phase|Prayer|4|
FY|000000696|Prayer Lore|000002707|Vulkyn Gifts|2|ICHOR OF THE UR-SALAMANDER|<b>Declare:</b> Pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00434" data-tooltip-content="#tooltip_content00434" data-tooltip-anchor="#tooltip_content00434"><span class="kwb">FYRESLAYERS</span> <span class="kwb">MONSTER</span></span> wholly within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Until the start of your next turn, if any damage points were inflicted on an enemy unit by the target’s ‘Volcanic Blood’ ability, after the damage sequence has been resolved, inflict 3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on that enemy unit. If the chanting roll was 6+, inflict D3+3 mortal damage instead.|The Magmadroth’s blood is blessed with the legendary lethality of its godbeast forebear.|Offensive|false|Your Hero Phase|Prayer, Unlimited|Hero Phase|Prayer|3|
FY|000000696|Prayer Lore|000002361|Zharrgrim Blessings|3|PRAYER OF GRIMNIR’S FURY|<b>Declare:</b> Pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00243" data-tooltip-content="#tooltip_content00243" data-tooltip-anchor="#tooltip_content00243"><span class="kwb">FYRESLAYERS</span> <span class="kwb">INFANTRY</span> <span class="kwb">HERO</span></span> wholly within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> The target can use 2 <span class="kwb">FIGHT</span> abilities this turn. After the first is used, however, the target has <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">Strike-last</a> for the rest of the turn.<br>If the chanting roll was 8+, also add 1 to <a href="">wound rolls</a> for the targ|A red rage fills the hearts of those blessed by this furious benediction.|Offensive|false|Your Hero Phase|Prayer|Hero Phase|Prayer|4|
FY|000000696|Prayer Lore|000002707|Vulkyn Gifts|3|FURY OF VULCATRIX|<b>Declare:</b> Pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="kwb">FYRESLAYERS</span> unit wholly within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Add 1 to <a href="">hit rolls</a> for the target’s <a href="">combat attacks</a>, including those made with <a href="">Companion</a> weapons, until the start of your next turn.<br><br>In addition, if the chanting roll was 8+, add 2 to the Attacks characteristic of the target’s Companion weapons until the start of your next turn.|Eyes blazing white-hot, the priest fills their allies with the rage of the Ur-Salamander.|Offensive|false|Your Hero Phase|Prayer|Hero Phase|Prayer|4|
FY|000000696|Prayer Lore|000002707|Vulkyn Gifts|4|BLAZING IMPETUS|<b>Declare:</b> Pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="kwb">FYRESLAYERS</span> unit wholly within 12" of them and that was not <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set up</a> this turn to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> The target can use the ‘<a href="">Normal Move</a>’ ability as if it were your movement phase. If the chanting roll was 10+, you can pick another eligible unit to be a second target.|The priest bellows a prayer that causes sparks to fly from their mouth, causing nearby Fyreslayers to leap into battle.|Movement|false|Your Hero Phase|Prayer|Hero Phase|Prayer|5|
FY|000000696|Prayer Lore|000002361|Zharrgrim Blessings|4|WRATH OF VULCATRIX|<b>Declare:</b> Pick a friendly <span class="tooltip00076" data-tooltip-content="#tooltip_content00076" data-tooltip-anchor="#tooltip_content00076"><span class="kwb">FYRESLAYERS</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00313" data-tooltip-content="#tooltip_content00313" data-tooltip-anchor="#tooltip_content00313"><span class="kwb">MAGMADROTH</span></span> unit wholly within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> For the rest of the turn, the ‘Battle Damaged’ ability has no effect on the target and add 1 to the Attacks characteristic of the target’s <a href="">Companion</a> weapons.<br>If the chanting roll was 8+, for the rest of the turn, add 1 to the Attacks characteristic of the target’s <a href="">Companion</a> weapons for every 4 damage points the target has instead.|The priest sets the runes pressed into a Magmadroth’s hide ablaze, and the colossal beast roars with fury.|Offensive|false|Your Hero Phase|Prayer|Hero Phase|Prayer|4|
FY|000001056|Saga Axeband|000004297|Battle Traits|2|AWAKEN THE RUNES|<b>Declare:</b> Pick 1 of the <b>ur-gold runes</b> from the ur-gold runes table, then make an <b>activation roll</b> of D6. Each urgold rune can only be activated once per battle.<br><br><b>Effect:</b> On a 1-5, the rune’s <b>standard effect</b> applies. On a 6, the rune’s <b>enhanced effect</b> applies as well. The effects last until the start of your next turn.|In battle, a Fyreslayer’s ur-gold runes are awakened, filling them with the blazing power of Grimnir.|Special|false|Once Per Battle Round, Start of Your Turn||Start of Turn|||
FY|000001056|Saga Axeband|000004298|Regiment Abilities|2|MAGMIC TUNNELS|<b>Effect:</b> Pick up to 2 friendly units. Remove them from the battlefield and set them up again anywhere on the battlefield more than 6" from all enemy units.|Tunnels carved by runic magic enable a band of Fyreslayers to attack from an unseen quarter.|Movement|false|Once Per Battle, Start of the First Battle Round||Start of Turn|||
FY|000001056|Saga Axeband|000004299|Enhancements|2|TOO STUBBORN TO DIE|<b>Effect:</b> <b><a href="/aos4/the-rules/the-core-rules/#Healing">Heal (D3)</a></b> your general.|Long in the beard, your general shrugs off wounds that would fell a lesser duardin.|Defensive|false|Start of Any Turn||Start of Turn|||
FY|000001056|Saga Axeband|000004299|Enhancements|3|HORN OF GRIMNIR|<b>Declare:</b> Pick your general to use this ability if they are not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a>.<br><br><b>Effect:</b> Roll a dice for each friendly unit on the battlefield that has any <a href="/aos4/the-rules/the-core-rules/#Slain-Models">slain models</a>. On a 3+, you can return 1 slain model to that unit.|Inlaid with powerful runes of ur-gold, a blast from this horn inspires those bloody and bruised to continue the fight.|Rallying|false|Your Hero Phase||Hero Phase|||
FY|000001056|Saga Axeband|000004298|Regiment Abilities|3|FYRESTEEL THROWING AXES|<b>Declare:</b> Pick any number of friendly units that are not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> and are within 10" of any enemy units.<br><br><b>Effect:</b> For each of those units, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 10" of it and roll a dice. On a 4+, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on that enemy unit.|These sidearms are deadly when hurled at close range.|Shooting|false|Once Per Turn (Army), Your Shooting Phase||Shooting Phase|||
FY|000001056|Saga Axeband|000004299|Enhancements|4|SPIRIT OF GRIMNIR|<b>Effect:</b> You can re-roll activation rolls you make for the ‘Ur-gold Runes’ ability (see <a href="/aos4/factions/fyreslayers/#Battle-Traits-4">Battle Traits</a>).|The very presence of your general sets ur-gold ablaze.|Special|false|Passive||Start of Turn|||
FY|000001056|Saga Axeband|000004299|Enhancements|5|POWERFUL PRESENCE|<b>Effect:</b> Add 3 to your general’s <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a>.|With a roaring voice and mighty displays of strength, your general is an imposing figure upon the battlefield.|Control|false|Passive||End of Turn|||
FY|000000899|The Duardin Ascendant|000003391|Prayer Lore|2|SPIRIT OF THE WHITE DWARF|<b>Declare:</b> Pick a friendly <span class="tooltip00395" data-tooltip-content="#tooltip_content00395" data-tooltip-anchor="#tooltip_content00395"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00391" data-tooltip-content="#tooltip_content00391" data-tooltip-anchor="#tooltip_content00391"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span></span> unit within 18" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> The target is unified until the start of your next turn. If the chanting roll was 8+, you can pick 2 targets instead of 1.|When Grombrindal takes the field, even the most sceptical Kharadron cannot help but feel a flicker of  divine awe.<br>|Special|false|Your Hero Phase|Prayer, Unlimited|Hero Phase|Prayer|4|
FY|000000899|The Duardin Ascendant|000003390|Artefacts of Power|2|VALAYAN HEARTH-BANNER|<b>Declare:</b> Pick each friendly <b>unified</b> <span class="tooltip00391" data-tooltip-content="#tooltip_content00391" data-tooltip-anchor="#tooltip_content00391"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span></span> unit on the battlefield to be the targets.<br><br><b>Effect:</b> <b><a href="/aos4/the-rules/the-core-rules/#Healing">Heal (D3)</a></b> each target.|Wrought in the image of she who guards hold and hearth, this runic standard is a salve to even severe wounds - for those who believe.|Defensive|false|Once Per Battle, Your Hero Phase||Hero Phase|||
FY|000000899|The Duardin Ascendant|000003389|Heroic Traits|2|TIRELESS PURPOSE|<b>Effect:</b> Each time a friendly <span class="tooltip00394" data-tooltip-content="#tooltip_content00394" data-tooltip-anchor="#tooltip_content00394"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">INFANTRY</span></span> unit wholly within 12" of this unit uses the '<a href="">Normal Move</a>' ability, add 2" to the distance that unit can move as part of that ability.|This duardin lord shares Grombrindal's vision for their people, and their fervour is infectious.|Defensive|false|Passive||Movement Phase|||
FY|000000899|The Duardin Ascendant|000003388|Battle Traits|2|DUARDRAZHAL|<b>Effect:</b> Friendly <span class="tooltip00391" data-tooltip-content="#tooltip_content00391" data-tooltip-anchor="#tooltip_content00391"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span></span> units are <b>unified</b> while they are wholly within 12" of at least 1 <span class="tooltip00392" data-tooltip-content="#tooltip_content00392" data-tooltip-anchor="#tooltip_content00392"><span class="kwb">FYRESLAYERS</span></span>, 1 <span class="tooltip00393" data-tooltip-content="#tooltip_content00393" data-tooltip-anchor="#tooltip_content00393"><span class="kwb">KHARADRON</span> <span class="kwb">OVERLORDS</span></span> and 1 <span class="tooltip00117" data-tooltip-content="#tooltip_content00117" data-tooltip-anchor="#tooltip_content00117"><span class="kwb">CITIES</span> <span class="kwb2">OF</span> <span class="kwb">SIGMAR</span> <span class="kwb">DUARDIN</span></span> unit.|Grombrindal's goal is no less than the reunification of all the scattered, noble duardin nations.|Special|false|Passive||Start of Turn|||
FY|000000899|The Duardin Ascendant|000003391|Prayer Lore|3|OATH OF RESTORATION|<b>Declare:</b> Pick a friendly <span class="tooltip00395" data-tooltip-content="#tooltip_content00395" data-tooltip-anchor="#tooltip_content00395"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">PRIEST</span></span> to chant this prayer, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> <a href="/aos4/the-rules/the-core-rules/#Objectives">objective</a> within 18" of them that is <a href="/aos4/the-rules/the-core-rules/#Contesting-Objectives">contest</a>ed by 2 or more friendly <b>unified</b> units to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting roll</a> of D6.<br><br><b>Effect:</b> Until the start of your next turn, friendly <span class="tooltip00391" data-tooltip-content="#tooltip_content00391" data-tooltip-anchor="#tooltip_content00391"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span></span> units have <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (6+)</a> while they have any|All that which once belonged to the duardin will be theirs anew - so swear those who hold faith in Grombrindal.|Movement|false|Your Hero Phase|Prayer|Hero Phase|Prayer|4|
FY|000000899|The Duardin Ascendant|000003388|Battle Traits|3|'AS THE ANCESTORS INTENDED!'|<b>Declare:</b> Pick a friendly <b>unified</b> <span class="tooltip00395" data-tooltip-content="#tooltip_content00395" data-tooltip-anchor="#tooltip_content00395"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">PRIEST</span></span> to be the target.<br><br><b>Effect:</b> Add 1 to <a href="/aos4/the-rules/the-core-rules/#Prayers">chanting rolls</a> for the target for the rest of the turn.|To stand with far-flung kin in hours of crisis bolsters every duardin preacher.|Special|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
FY|000000899|The Duardin Ascendant|000003388|Battle Traits|4|'PAH! NOW THIS IS A SHOT...'|<b>Declare:</b> Pick a friendly <b>unified</b> <span class="tooltip00394" data-tooltip-content="#tooltip_content00394" data-tooltip-anchor="#tooltip_content00394"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">INFANTRY</span></span> unit to be the target.<br><br><b>Effect:</b> Add 1 to the Attacks characteristic of the target’s ranged weapons for the rest of the turn .|Duardin gunners of every creed never miss an opportunity to show their superior craft before their kin.|Shooting|false|Once Per Turn (Army), Your Shooting Phase||Shooting Phase|||
FY|000000899|The Duardin Ascendant|000003388|Battle Traits|5|'AS ONE, KINFOLK!'|<b>Declare:</b> Pick up to 3 friendly <b>unified</b> <span class="tooltip00394" data-tooltip-content="#tooltip_content00394" data-tooltip-anchor="#tooltip_content00394"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">INFANTRY</span></span> units to be the targets.<br><br><b>Effect:</b> For the rest of the turn, add 1 to the number of dice rolled when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for the targets, to a maximum of 3.|The children of the ancestor gods surge across the field as one mighty throng.|Movement|false|Once Per Turn (Army), Your Charge Phase||Charge Phase|||
FY|000000899|The Duardin Ascendant|000003388|Battle Traits|6|'SETTLE EVERY GRUDGE! KHAZUK!'|<b>Declare:</b> Pick a friendly <b>unified</b> <span class="tooltip00394" data-tooltip-content="#tooltip_content00394" data-tooltip-anchor="#tooltip_content00394"><span class="kwb">DUARDIN</span> <span class="kwb">ASCENDANT</span> <span class="kwb">INFANTRY</span></span> unit to be the target.<br><br><b>Effect:</b> Add 1 to the Attacks characteristic of the target’s melee weapons for the rest of the turn.|When fighting as one, the duardin are a red-handed force of raw vengeance.|Offensive|false|Once Per Turn (Army), Any Comhat Phase||Combat Phase|||
GG|000000800|Artefacts of Power|000002587|Troglodytic Treasures|2|THE CLAMMY COWL|<b>Effect:</b> Subtract 1 from <a href="">hit rolls</a> for attacks that target this unit.|This enchanted hood wreathes its wearer in damp gloom, causing enemies to swing wildly at their blurred outline and weapons to slip in suddenly moistened palms.|Defensive|false|Passive||Defensive reaction|||
GG|000000800|Artefacts of Power|000002587|Troglodytic Treasures|3|BACKSTABBER’S BLADE|<b>Declare:</b> Pick an enemy <span class="kwb">HERO</span> in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|A slitta made from pure shadow and malice, this blade always finds its victim’s weak spots.|Offensive|false|Once Per Battle, End of Any Turn||End of Turn|||
GG|000000800|Artefacts of Power|000002587|Troglodytic Treasures|4|LEERING GITSHIELD|<b>Effect:</b> Each time an unmodified <a href="">hit roll</a> for an attack that targets this unit is 1, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the attacking unit after the <span class="kwb">ATTACK</span> ability has been resolved.|The spiteful enchantments woven into this hideous shield ensure terrible misfortune falls on any who dare attack its bearer.|Offensive|false|Passive||Combat Phase|||
GG|000001026|Bad Moon Madmob|000004185|Regiment Abilities|2|THE LUNATIC HORDES|<b>Declare:</b> Pick a friendly <b>Moonclan Stabbas</b> unit to use this ability.<br><br><b>Effect:</b> You can return up to D3 <a href="/aos4/the-rules/the-core-rules/#Slain-Models">slain models</a> to that unit.|From out of caves and darkened lairs, a stream of ravening grots pours forth into the lurid light of the Bad Moon.|Rallying|false|Your Hero Phase||Hero Phase|||
GG|000001026|Bad Moon Madmob|000004184|Enhancements|2|FIGHT ANOTHER DAY|<b>Declare:</b> Pick your general to use this ability if they used a <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> this turn.<br><br><b>Effect:</b> Your general can make a 2D6" move but cannot end that move <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a>.|Your general has mastered the ignoble art of striking then running away before the enemy can hit back.|Movement|false|End of Any Turn||End of Turn|||
GG|000001026|Bad Moon Madmob|000004183|Battle Traits|2|SQUIGALANCHE|<b>Effect:</b> <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">Set up</a> this unit wholly within your territory, wholly within 3" of a battlefield edge and more than 6" from all enemy units.|A curious, arrhythmic pounding and cackles of wicked glee in the distance signal the approach of a mob of manic Squig Hoppers!|Movement|false|Your Movement Phase||Movement Phase|||
GG|000001026|Bad Moon Madmob|000004184|Enhancements|3|HALLUCINOGENIC FUNGUS BREW|<b>Effect:</b> Your general has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (4+)</a> in the first battle round, <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (5+)</a> in the second battle round, and <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (6+)</a> in the third and fourth battle rounds.|Stolen from the shamans of the Gobbapalooza, this potent brew makes the imbiber almost impervious to pain. However, as the battle progresses, the effects start to wear off.|Defensive|false|Passive||Defensive reaction|||
GG|000001026|Bad Moon Madmob|000004183|Battle Traits|3|UNDER THE LIGHT OF THE BAD MOON|<b>Declare:</b> Pick a territory (either friendly territory or enemy territory) to be <b>under the Light of the Bad Moon</b>. If both players can use this ability, the players <a href="">roll off</a> and the winner picks a territory to be under the Light of the Bad Moon.<br><br>The territory picked remains under the Light of the Bad Moon in the first and second battle rounds. In the third and fourth battle rounds, the other territory is under the Light of the Bad Moon.<br><br><b>Effect:</b> While a friendly unit is wholly within the territory that is under the Light of the Bad Moon, the appropriate effect below applies to it:<br><br><b><i>Frothing Zealots:</i></b> If the unit is a <b>Moonclan Stabbas</b> unit, add 3 to its <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a>.<br><br><b><i>Lunar Squigs:</i></b> If the unit is a <b>Squig Hoppers</b> unit, no <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> is inflicted on it when it uses Retreat abilities.<br><b|Grots are always vicious little monsters, but when their god’s light falls upon them, they become an order of magnitude more dangerous.|Special|false|Once Per Battle, Start of the First Battle Round||Start of Turn|||
