warscroll_id|line|name|Rng|Atk|Hit|Wnd|Rnd|Dmg|type|abilities|has_battle_damage|
000000278|1|Foetid Weapons||2|4+|5+|-|1|MELEE|Crit (Auto-wound)|false|
000000279|1|Warpfire Gun|10"|2D6|2+|4+|2|1|RANGED|Shoot in Combat|false|
000000279|2|Claws, Blades and Fangs||5|4+|3+|1|2|MELEE||false|
000000281|1|Rusty Knives||2|4+|5+|-|1|MELEE||false|
000000281|2|Ratling Gun|15"|3D6|4+|4+|1|1|RANGED|Crit (2 Hits)|false|
000000283|1|Ratling Cannons|15"|3D6|4+|3+|1|1|RANGED||false|
000000283|2|Windlaunchers|15"|3|4+|3+|2|D3|RANGED||false|
000000283|3|Warpfire Projectors|10"|2D6|2+|4+|2|1|RANGED|Shoot in Combat|false|
000000283|4|Doomflayer Gauntlets||5|4+|2+|2|D3|MELEE|Charge (+1 Damage)|false|
000000283|5|Grinderfists||4|4+|2+|2|2|MELEE||false|
000000283|6|Shock Gauntlets||4|4+|2+|1|2|MELEE||false|
000000283|7|Clubbing Blows||3|4+|2+|-|2|MELEE||false|
000000284|1|Stormvermin Weapons||3|3+|4+|1|1|MELEE|Anti-charge (+1 Rend)|false|
000000285|1|Warpfire Thrower|10"|2D6|2+|4+|2|1|RANGED|Shoot in Combat|false|
000000285|2|Rusty Knives||2|4+|5+|-|1|MELEE||false|
000000286|1|Warpstone Drill-fang||D3|4+|2+|3|5|MELEE||false|
000000286|2|Crew’s Teeth and Knives||D6|4+|5+|-|1|MELEE||false|
000000300|1|Volatile Warp Energy||2D6|4+|4+|1|1|MELEE||false|
000000301|1|Chittering Bites||13|5+|5+|-|1|MELEE|Crit (Auto-wound)|false|
000000304|1|Wracking Talons||2|3+|4+|-|1|MELEE||false|
000000305|1|Strangleroots|10"|3|3+|2+|1|2|RANGED|Shoot in Combat|false|
000000305|2|Sweeping Blows||5|4+|2+|1|2|MELEE|Anti-charge (+1 Rend)|true|
000000305|3|Massive Impaling Talons||2|4+|2+|2|3|MELEE|Crit (Mortal)|false|
000000306|1|Arch-Revenant’s Glaive||5|3+|4+|1|2|MELEE||false|
000000308|1|Greenwood Scythe and Bittergrub||3|3+|4+|1|D3|MELEE||false|
000000310|1|Revenant Bow|18"|2|3+|4+|1|1|RANGED|Crit (Auto-wound)|false|
000000310|2|Enchanted Glade Weapons||3|3+|4+|1|1|MELEE|Crit (Auto-wound)|false|
000000310|3|Revenant Bow||1|3+|4+|-|1|MELEE||false|
000000311|1|Spear of Kurnoth|12"|1|2+|3+|2|4|RANGED||false|
000000311|2|Spear of Kurnoth||5|3+|3+|2|2|MELEE|Charge (+1 Damage)|false|
000000311|3|Wardroth Beetle’s Antlers||6|4+|2+|2|4|MELEE|Companion|true|
000000312|1|Slashing Talons||5|3+|2+|2|2|MELEE|Crit (2 Hits)|false|
000000312|2|Swarm of Spites||20|4+|4+|-|1|MELEE|Crit (Mortal), Companion|false|
000000313|1|Verdant Blast|12"|5|4+|3+|1|2|RANGED||false|
000000313|2|Guardian Sword||5|3+|2+|2|4|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|true|
000000313|3|Massive Impaling Talons||2|4+|2+|2|3|MELEE|Crit (Mortal)|false|
000000314|1|Doom Tendril Staff|18"|4|4+|2+|1|D3|RANGED||false|
000000314|2|Sweeping Blows||5|4+|2+|1|2|MELEE|Anti-charge (+1 Rend)|true|
000000314|3|Massive Impaling Talons||2|4+|2+|2|3|MELEE|Crit (Mortal)|false|
000000318|1|Cruel Talons and Fangs||3|3+|4+|-|1|MELEE|Crit (Mortal)|false|
000000319|1|Revenant Blade||3|3+|4+|1|1|MELEE||false|
000000326|1|Fearsome Mandibles and Bladed Carapace||6|4+|2+|1|D3|MELEE|Anti-<span class="kwb">PRIEST</span> (+1 Rend), Anti-<span class="kwb">WIZARD</span> (+1 Rend)|false|
000000327|1|Spiteswarm|18"|5|4+|3+|1|1|RANGED|Crit (2 Hits)|false|
000000327|2|Spiteswarm||10|4+|3+|1|1|MELEE|Crit (2 Hits)|false|
000000328|1|Writhing Roots||3|4+|2+|1|D3|MELEE||false|
000000330|1|Piercing Claws||2|3+|4+|1|1|MELEE||false|
000000331|1|Steeds’ Poisoned Tongues||8|3+|4+|-|1|MELEE|Companion|false|
000000331|2|Flensing Whips and Piercing Claws||12|3+|4+|1|1|MELEE||false|
000000332|1|Steeds’ Poisoned Tongues||4|3+|4+|-|1|MELEE|Companion|false|
000000332|2|Axle Blades||4|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|false|
000000332|3|Flensing Whips and Piercing Claws||8|3+|4+|1|1|MELEE||false|
000000333|1|Flensing Whips and Piercing Claws||6|3+|4+|1|1|MELEE||false|
000000333|2|Steeds’ Poisoned Tongues||4|3+|4+|-|1|MELEE|Companion|false|
000000335|1|Heartstring Lyre|12"|2|2+|3+|2|D3|RANGED||false|
000000335|2|Piercing Claw||3|3+|4+|1|1|MELEE||false|
000000336|1|Scourging Whip||6|2+|4+|1|2|MELEE||false|
000000336|2|Axe of Dominion||4|3+|3+|2|3|MELEE||false|
000000337|1|Razor-edged Claws||6|3+|4+|1|2|MELEE||false|
000000338|1|Ravaging Claws||6|3+|4+|1|2|MELEE||false|
000000339|1|Elegant Greatblade||6|2+|3+|2|2|MELEE||true|
000000339|2|Impaling Claws||2|3+|3+|2|4|MELEE||false|
000000340|1|Soulpiercer||6|2+|3+|2|3|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|true|
000000340|2|Impaling Claws||2|3+|3+|2|4|MELEE||false|
000000341|1|Steeds’ Poisoned Tongues||8|3+|4+|-|1|MELEE|Companion|false|
000000341|2|Flensing Whips and Piercing Claws||6|3+|4+|1|1|MELEE||false|
000000342|1|Deadly Pincers and Barbed Stinger||4|4+|3+|1|D3|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Companion|false|
000000343|1|Flensing Whips and Piercing Claws||6|3+|4+|1|1|MELEE||false|
000000343|2|Steeds’ Poisoned Tongues||4|3+|4+|-|1|MELEE|Companion|false|
000000343|3|Axle Blades||4|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|false|
000000346|1|Flensing Whips and Piercing Claws||4|3+|4+|1|1|MELEE||false|
000000346|2|Steeds’ Poisoned Tongues||4|3+|4+|-|1|MELEE|Companion|false|
000000347|1|Agonising Claws||3|3+|4+|1|1|MELEE|Anti-Cavalry (+1 Rend)|false|
000000347|2|Steed’s Poisoned Tongue||2|3+|4+|-|1|MELEE|Companion|false|
000000353|1|Hooked Tongues||8|3+|4+|1|1|MELEE||false|
000000356|1|Sharpened Teeth and Filthy Claws||2|4+|4+|-|1|MELEE|Crit (Auto-wound)|false|
000000357|1|Death Shriek|10"|1|4+|2+|2|D6|RANGED|Shoot in Combat, Companion|false|
000000357|2|Fanged Maw||3|4+|2+|2|D3+3|MELEE|Crit (Mortal), Companion|false|
000000357|3|Skeletal Talons||6|4+|2+|1|2|MELEE|Crit (Mortal), Companion|true|
000000358|1|Baneful Breath|10"|D6|2+|4+|1|3|RANGED|Shoot in Combat, Companion|false|
000000358|2|Draconic Jaws||4|4+|2+|2|4|MELEE|Crit (Auto-wound), Companion|false|
000000358|3|Draconic Claws||7|4+|2+|1|2|MELEE|Crit (Auto-wound), Companion|true|
000000359|1|Gory Talons and Fangs||5|3+|3+|1|2|MELEE||false|
000000360|1|Bloodstained Talons and Fangs||5|3+|3+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000361|1|Bone Club and Filthy Claws||5|4+|4+|-|2|MELEE||false|
000000362|1|Massive Bone Club and Rancid Talons||5|4+|3+|2|3|MELEE||false|
000000363|1|Piercing Death Screech|10"|4|4+|3+|2|D3|RANGED|Shoot in Combat|false|
000000363|2|Skewering Claws||5|4+|3+|1|2|MELEE||false|
000000364|1|Immense Claws||7|4+|3+|1|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000364|2|Dagger-like Fangs||1|3+|2+|2|3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000365|1|Death Shriek|10"|1|4+|2+|2|D6|RANGED|Shoot in Combat, Companion|false|
000000365|2|Gory Talons and Fangs||5|3+|3+|1|2|MELEE||false|
000000365|3|Terrorgheist’s Fanged Maw||3|4+|2+|2|D3+3|MELEE|Crit (Mortal), Companion|false|
000000365|4|Terrorgheist’s Skeletal Talons||6|4+|2+|1|2|MELEE|Crit (Mortal), Companion|true|
000000366|1|Baneful Breath|10"|D6|2+|4+|1|3|RANGED|Shoot in Combat, Companion|false|
000000366|2|Gory Talons and Fangs||5|3+|3+|1|2|MELEE||false|
000000366|3|Draconic Jaws||4|4+|2+|2|4|MELEE|Crit (Auto-wound), Companion|false|
000000366|4|Draconic Claws||7|4+|2+|1|2|MELEE|Crit (Auto-wound), Companion|true|
000000367|1|Death Scream|10"|4|4+|3+|2|1|RANGED|Shoot in Combat|false|
000000367|2|Piercing Talons||4|4+|3+|1|1|MELEE||false|
000000368|1|Club and Septic Talons||4|4+|3+|1|2|MELEE|Anti-<span class="kwb">CAVALRY</span> (+1 Rend), Crit (Auto-wound)|false|
000000380|1|Corpsemare Trample||6|5+|3+|1|1|MELEE|Crit (2 Hits)|false|
000000391|1|Bigteef’s Roar|8"|6|2+|3+|-|1|RANGED|Shoot in Combat, Companion|false|
000000391|2|Bigteef’s Fists and Tail||8|4+|2+|1|3|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Companion|true|
000000391|3|Smasha and Kunnin’||8|3+|2+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000392|1|Maw-krusha’s Roar|8"|6|2+|3+|-|1|RANGED|Shoot in Combat, Companion|false|
000000392|2|Boss-choppa or Boss-hacka||8|4+|2+|1|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000392|3|Maw-krusha’s Fists and Tail||8|4+|2+|1|3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|true|
000000416|1|Darkling Sword||2|3+|4+|-|1|MELEE|Crit (2 Hits)|false|
000000417|1|Master-crafted Repeater Crossbow|15"|2|3+|4+|-|1|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000417|2|Cruel Dagger||1|3+|4+|-|1|MELEE||false|
000000418|1|Darkling Spear||2|3+|4+|-|1|MELEE|Anti-charge (+1 Rend)|false|
000000423|1|Drakefire Pistols|10"|1|3+|3+|1|1|RANGED|Shoot in Combat|false|
000000423|2|Ironbreaker Weapon||2|3+|4+|-|1|MELEE||false|
000000424|1|Hallowed Weapons||2|3+|4+|1|1|MELEE||false|
000000425|1|Warhorses’ Steel‑shod Hooves||4|5+|3+|-|1|MELEE|Companion|false|
000000428|1|Fanged Tentacles and Spiked Tail||6|4+|2+|1|D3|MELEE|Companion|false|
000000428|2|Crew’s Goads and Whips||2|3+|4+|-|1|MELEE||false|
000000429|1|Searing Beam of Light|24"|1|2+|#3|||RANGED||false|
000000429|2|Warhorses’ Steel‑shod Hooves||4|5+|3+|-|1|MELEE|Companion|false|
000000431|1|Fiery Breath|10"|6|4+|3+|-|D3|RANGED|Shoot in Combat, Companion|false|
000000431|2|Razor-sharp Fangs||6|4+|2+|1|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|false|
000000431|3|Crew’s Goads and Whips||2|3+|4+|-|1|MELEE||false|
000000433|1|Poison-coated Blades||6|3+|4+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend), Crit (Mortal)|false|
000000434|1|Wizard’s Staff||3|4+|4+|1|D3|MELEE||false|
000000435|1|Wicked Cutlass and Murder Hook||5|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000000436|1|Cogsmith’s Firearms|15"|4|3+|3+|1|1|RANGED||false|
000000436|2|Gun Butt and Cog Axe||3|4+|4+|1|2|MELEE||false|
000000439|1|Rune Staff and Forgehammer||3|4+|3+|1|D3|MELEE||false|
000000440|1|Witchstaff||1|3+|4+|1|D3|MELEE||false|
000000441|1|Runic Hammer||5|3+|3+|2|2|MELEE||false|
000000444|1|Amber Spear|12"|3|4+|3+|1|D3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000444|2|Beaststaff||3|4+|3+|1|D3|MELEE||false|
000000444|3|Griffon’s Razor Claws and Twin Beaks||6|4+|2+|2|3|MELEE|Companion|true|
000000446|1|Repeater Crossbow|12"|2|4+|4+|-|1|RANGED|Crit (2 Hits)|false|
000000446|2|Black Dragon’s Noxious Breath|10"|D3+3|2+|4+|1|1|RANGED|Shoot in Combat, Companion|false|
000000446|3|Dreadlord’s Weapons||5|3+|4+|1|2|MELEE|Charge (+1 Damage)|false|
000000446|4|Black Dragon’s Fearsome Jaws and Claws||6|4+|2+|2|2|MELEE|Companion|true|
000000449|1|Black Dragon’s Noxious Breath|10"|D3+3|2+|4+|1|1|RANGED|Shoot in Combat, Companion|false|
000000449|2|Cruel Weapons||3|3+|4+|1|D3|MELEE||false|
000000449|3|Black Dragon’s Fearsome Jaws and Claws||6|4+|2+|2|2|MELEE|Companion|true|
000000450|1|Steam Cannon|18"|1|4+|2+|2|D3+2|RANGED||false|
000000450|2|Steam Gun|12"|2D6|2+|4+|-|1|RANGED||false|
000000450|3|Commander’s Rifle|18"|3|3+|3+|1|2|RANGED||false|
000000450|4|Commander’s Sword||3|3+|4+|1|2|MELEE||false|
000000450|5|Crushing Wheels||6|4+|2+|1|2|MELEE|Companion|false|
000000451|1|Repeater Handbow|10"|2|4+|4+|-|1|RANGED|Shoot in Combat|false|
000000451|2|Vicious Blades||2|3+|4+|-|1|MELEE||false|
000000452|1|Ebon Halberd||2|3+|4+|1|1|MELEE||false|
000000453|1|Repeater Crossbow|12"|2|4+|4+|-|1|RANGED|Crit (2 Hits)|false|
000000453|2|Barbed Spear||2|3+|4+|1|1|MELEE|Charge (+1 Damage)|false|
000000453|3|Dark Steed’s Vicious Bite||2|5+|3+|-|1|MELEE|Companion|false|
000000456|1|Barbed Lance||2|3+|4+|1|1|MELEE|Charge (+1 Damage)|false|
000000456|2|Drakespawn’s Ferocious Jaws||3|4+|3+|1|1|MELEE|Companion|false|
000000457|1|Executioner’s Draich||2|3+|4+|1|1|MELEE|Crit (Mortal)|false|
000000458|1|Castigating Flails and Clubs||2|4+|4+|-|1|MELEE||false|
000000462|1|Clattergun|12"|3|4+|3+|1|D3|RANGED||false|
000000462|2|Rotor Blades||3|4+|4+|1|D3|MELEE||false|
000000464|1|Gromril Great Hammer||2|4+|3+|1|2|MELEE||false|
000000465|1|Drakegun|15"|1|3+|3+|1|1|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000000465|2|Grudgehammer Torpedo|15"|1|3+|3+|1|D3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000465|3|Plated Fists||1|4+|4+|-|1|MELEE||false|
000000482|1|Steam Cannon|18"|1|4+|2+|2|D3+2|RANGED||false|
000000482|2|Steam Gun|12"|2D6|2+|4+|-|1|RANGED||false|
000000482|3|Crushing Wheels||6|4+|2+|1|2|MELEE|Companion|false|
000000486|1|Cursebreaker Weapons||3|3+|3+|1|1|MELEE|Crit (Mortal)|false|
000000487|1|Ironblaster Cannon: Hail Shot|12"|8|4+|3+|1|2|RANGED||false|
000000487|2|Ironblaster Cannon: Big Shot|18"|2|4+|2+|2|D3+3|RANGED||false|
000000487|3|Rhinox’s Sharp Horns||2|4+|2+|1|D3|MELEE|Companion|false|
000000487|4|Clubber||2|4+|2+|-|2|MELEE||false|
000000488|1|Piles of Old Scrap|24"|3D6|4+|4+|-|1|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Crit (Auto-wound)|false|
000000488|2|Rhinox’s Sharp Horns||2|4+|2+|1|D3|MELEE|Companion|false|
000000488|3|Scrappers’ Stabbers||7|5+|5+|-|1|MELEE||false|
000000489|1|Glutton Weapons||4|4+|2+|1|2|MELEE||false|
000000490|1|Chaintrap|12"|1|4+|3+|1|3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000490|2|Harpoon Launcher|18"|1|4+|3+|1|D3|RANGED||false|
000000490|3|Blood Vulture|24"|1|2+|3+|-|1|RANGED||false|
000000490|4|Stonehorn’s Rock-hard Horns||6|4+|2+|2|3|MELEE|Charge (+1 Damage), Companion|true|
000000490|5|Punches and Kicks||6|4+|2+|-|1|MELEE||false|
000000490|6|Stonehorn’s Hooves||D6|4+|2+|1|D3|MELEE|Companion|false|
000000491|1|Harpoon Launcher|18"|1|4+|3+|1|D3|RANGED||false|
000000491|2|Blood Vulture|24"|1|2+|3+|-|1|RANGED||false|
000000491|3|Chaintrap|12"|1|4+|3+|1|3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000491|4|Ice Blast|12"|1|4+|2+|1|D3+2|RANGED|Companion|false|
000000491|5|Thundertusk’s Colossal Tusks||3|4+|2+|1|5|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|true|
000000491|6|Punches and Kicks||6|4+|2+|-|1|MELEE||false|
000000492|1|Butcher’s Tools||3|4+|2+|1|3|MELEE||false|
000000493|1|Fire Breath|8"|6|2+|3+|-|1|RANGED|Shoot in Combat|false|
000000493|2|Basalt Hammer||3|4+|2+|1|D3|MELEE||false|
000000494|1|Hunter’s Crossbow|12"|1|4+|3+|-|D3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000494|2|Great Throwing Spear|10"|1|4+|3+|1|D3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000494|3|Culling Club||4|4+|2+|-|2|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000495|1|Stump Blades||2D6|4+|2+|1|1|MELEE||false|
000000495|2|Gnoblar’s Implements||3|5+|5+|-|1|MELEE|Companion|false|
000000496|1|Ogor Pistols|10"|2|4+|3+|1|D3|RANGED|Shoot in Combat|false|
000000496|2|Thundermace||3|4+|2+|2|3|MELEE|Crit (Mortal)|false|
000000496|3|Beastskewer Glaive||2|4+|2+|1|2|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000497|1|Stonehorn’s Rock-hard Horns||6|4+|2+|2|3|MELEE|Charge (+1 Damage), Companion|true|
000000497|2|Frost Spear||4|4+|2+|2|2|MELEE|Charge (+1 Damage)|false|
000000497|3|Stonehorn’s Hooves||D6|4+|2+|1|D3|MELEE|Companion|false|
000000498|1|Ice Blast|12"|1|4+|2+|1|D3+2|RANGED|Companion|false|
000000498|2|Frost Spear||4|4+|2+|2|2|MELEE|Charge (+1 Damage)|false|
000000498|3|Thundertusk’s Colossal Tusks||3|4+|2+|1|5|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|true|
000000499|1|Blood Vulture|24"|1|2+|3+|-|1|RANGED||false|
000000499|2|Harpoon Launcher|18"|1|4+|3+|1|D3|RANGED||false|
000000499|3|Chaintrap|12"|1|4+|3+|1|3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000499|4|Stonehorn’s Rock-hard horns||6|4+|2+|2|3|MELEE|Charge (+1 Damage), Companion|true|
000000499|5|Stonehorn’s Hooves||D6|4+|2+|1|D3|MELEE|Companion|false|
000000499|6|Punches and Kicks||3|4+|2+|-|1|MELEE||false|
000000500|1|Blood Vulture|24"|1|2+|3+|-|1|RANGED||false|
000000500|2|Harpoon Launcher|18"|1|4+|3+|1|D3|RANGED||false|
000000500|3|Ice Blast|12"|1|4+|2+|1|D3+2|RANGED|Companion|false|
000000500|4|Chaintrap|12"|1|4+|3+|1|3|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000500|5|Punches and Kicks||3|4+|2+|-|1|MELEE||false|
000000500|6|Thundertusk’s Colossal Tusks||3|4+|2+|1|5|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|true|
000000501|1|Tusks and Claws||3|4+|3+|1|1|MELEE||false|
000000503|1|Sharp Stuff|8"|1|4+|5+|-|1|RANGED||false|
000000503|2|Motley Assortment of Weapons||1|5+|5+|-|1|MELEE||false|
000000504|1|Claws and Ice‑encrusted Weapons||3|4+|3+|1|2|MELEE||false|
000000505|1|Irongut Weapon||3|4+|2+|2|3|MELEE||false|
000000506|1|Leadbelcher Gun|15"|D3|4+|3+|1|1|RANGED||false|
000000506|2|Bludgeoning Blows||2|4+|2+|-|2|MELEE||false|
000000507|1|Pistols or Throwing Weapons|10"|1|3+|3+|1|D3|RANGED|Shoot in Combat|false|
000000507|2|Maneater Weapons||4|4+|2+|1|2|MELEE||false|
000000508|1|Ironlock Pistol|10"|1|4+|3+|1|D3|RANGED|Shoot in Combat|false|
000000508|2|Mournfang’s Tusks||4|4+|2+|1|2|MELEE|Companion|false|
000000508|3|Mournfang Rider Weapon||3|4+|2+|1|2|MELEE|Anti-Cavalry (+1 Rend)|false|
000000520|1|Kavalos Blades||3|3+|4+|1|1|MELEE||false|
000000520|2|Kavalos Steed’s Hooves and Teeth||2|5+|3+|-|1|MELEE|Companion|false|
000000521|1|Nadirite Weapons||2|3+|4+|-|1|MELEE|Anti-<span class="kwb">CAVALRY</span> (+1 Rend)|false|
000000522|1|Dread Catapult|24"|4|4+|2+|1|D3+2|RANGED|Crit (2 Hits)|false|
000000522|2|Attendants’ Crawler Tools||6|4+|4+|-|1|MELEE||false|
000000523|1|Soulcrusher Weapons||6|4+|2+|2|3|MELEE||false|
000000524|1|The Dark Lance||5|3+|3+|2|2|MELEE|Charge (+1 Damage)|false|
000000524|2|Kavalos Steed’s Hooves, Teeth and Barbed Tails||4|5+|3+|-|1|MELEE|Companion|false|
000000525|1|Inda-Khaat||3|3+|3+|2|3|MELEE|Crit (2 Hits)|false|
000000525|2|The Shield Immortis||3|3+|3+|2|2|MELEE||false|
000000525|3|Retinue Blades||10|3+|4+|1|1|MELEE||false|
000000526|1|Commander’s Blade||5|3+|4+|1|2|MELEE|Charge (+1 Damage)|false|
000000526|2|Kavalos Steed’s Hooves, Teeth and Barbed Tails||4|5+|3+|-|1|MELEE|Companion|false|
000000527|1|Ossified Talons||3|4+|4+|-|D3|MELEE||false|
000000528|1|Soulmason’s Staff||3|4+|4+|-|D3|MELEE||false|
000000529|1|Soulreaper Scythe||4|3+|4+|2|D3|MELEE|Crit (2 Hits)|false|
000000530|1|Gaze of Death|12"|1|3+|2+|1|D6|RANGED||false|
000000530|2|Staff of Retribution||3|4+|3+|1|D3|MELEE||false|
000000531|1|Zefet-kar and Khenash-an||4|3+|4+|1|D3|MELEE||false|
000000531|2|Razarak’s Ebon Claws||5|4+|2+|3|3|MELEE|Companion|true|
000000533|1|Dread Halberd||3|3+|3+|1|2|MELEE||false|
000000534|1|Spirit Weapons||3|3+|2+|2|3|MELEE|Crit (2 Hits), Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000535|1|Spirit Weapons||3|3+|2+|2|3|MELEE|Crit (2 Hits), Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000536|1|Stalker Blades||4|3+|3+|2|1|MELEE||false|
000000544|1|Spectral Claws and Beak||6|4+|2+|1|D3|MELEE||false|
000000545|1|Soul-rending Shriek|12"|4|3+|4+|1|D3|RANGED|Shoot in Combat|false|
000000545|2|Soul-rending Shriek||4|3+|4+|1|D3|MELEE||false|
000000546|1|Lacerating Claws||6|4+|2+|2|2|MELEE||false|
000000547|1|Almighty Obsidian Blade||2|4+|2+|2|3|MELEE||false|
000000553|1|Rune-etched Weapons||2|3+|3+|1|1|MELEE|Crit (Auto-wound)|false|
000000554|1|Flailing Fists||6|4+|3+|-|2|MELEE|Companion|true|
000000554|2|Sacrificial Blade||4|3+|3+|1|2|MELEE||false|
000000555|1|Betentacled Maw||12|4+|4+|-|1|MELEE|Companion, Crit (Auto-wound)|true|
000000555|2|Crushing Claws||4|4+|2+|1|D3|MELEE|Companion|false|
000000556|1|Razor-tipped Claws||8|4+|2+|1|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Companion|true|
000000556|2|Mighty Jaws||2|4+|2+|1|3|MELEE|Companion|false|
000000558|1|Dorghar’s Heads||3|3+|2+|1|5|MELEE|Companion|false|
000000558|2|Dorghar’s Claws and Tails||6|4+|2+|2|3|MELEE|Companion|true|
000000558|3|The Slayer of Kings||4|2+|3+|2|3|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000559|1|Manticore’s Claws and Fangs||6|4+|2+|1|2|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Companion|false|
000000559|2|Sorcerous Reaping Staff||3|3+|3+|1|D3|MELEE||false|
000000560|1|Daemonbound Weapons||5|3+|3+|1|2|MELEE|Crit (Mortal)|false|
000000560|2|Manticore’s Claws and Fangs||6|4+|2+|1|2|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Companion|false|
000000561|1|Fell Claw and Spearing Tail||2|2+|2+|2|2|MELEE|Charge (+1 Damage)|false|
000000561|2|Blade of Shadows||8|3+|3+|2|2|MELEE|Crit (Auto-wound)|true|
000000562|1|Reaperblade||5|3+|3+|1|2|MELEE|Crit (Mortal)|false|
000000563|1|Daemonic Mount’s Mighty Hooves||3|5+|3+|-|1|MELEE|Companion|false|
000000563|2|Cursed Weapons||5|3+|3+|2|2|MELEE|Charge (+1 Damage)|false|
000000564|1|Hexed Weapons||5|3+|3+|1|2|MELEE|Crit (Mortal), Charge (+1 Damage)|false|
000000564|2|Karkadrak’s Claws and Horn||4|4+|3+|1|2|MELEE|Companion|false|
000000565|1|Sorcerer Staff and Runeblade||3|4+|3+|1|D3|MELEE||false|
000000566|1|Hellforged Weapons||6|3+|3+|1|3|MELEE|Crit (Mortal)|false|
000000567|1|Cursed Broadsword||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000000568|1|Rune-etched Axe||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000000569|1|Blades of the Dark Champion||5|3+|3+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend), Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000570|1|Changestaff|12"|3|4+|3+|1|D3|RANGED|Crit (Mortal)|false|
000000570|2|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
000000570|3|Warptongue Blade||3|3+|3+|1|2|MELEE||false|
000000571|1|Gladiator Spear|10"|1|3+|3+|1|D3|RANGED||false|
000000571|2|Gladiator Spear||6|3+|2+|1|3|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000573|1|Hunting Bow|20"|2|4+|4+|-|1|RANGED|Crit (Auto-wound)|false|
000000573|2|Godsworn Weapons||2|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000000584|1|Darkfire Torrent|8"|D6|2+|3+|1|1|RANGED|Shoot in Combat|false|
000000584|2|Daemonrift Maw||3|4+|2+|-|D3|MELEE||false|
000000585|1|Surging Spikes||2D3|4+|3+|1|1|MELEE|Crit (2 Hits)|false|
000000586|1|Lashing Whip||2|4+|4+|-|1|MELEE||false|
000000586|2|Chaos Greatblade||3|4+|3+|1|2|MELEE||false|
000000586|3|Chaos Steeds’ Trampling Hooves||4|5+|3+|-|1|MELEE|Companion|false|
000000586|4|Chaos War-flail||6|3+|3+|-|1|MELEE||false|
000000587|1|Soul Splitter||3|3+|3+|1|2|MELEE|Crit (Mortal)|false|
000000588|1|Cursed Lance||3|3+|3+|1|1|MELEE|Charge (+1 Damage)|false|
